_id,date,pm10_µg_m3,so2_µg_m3,co_µg_m3,no2_µg_m3,nox_µg_m3
2869,2021-04-30 12:00:56,66.78,5.76,,16.36,17.54
2870,2021-04-30 13:00:56,72.22,5.34,,15.35,16.37
2871,2021-04-30 14:00:56,62.08,5.71,,9.82,10.72
2872,2021-04-30 15:00:56,31.45,5.73,,10.36,11.17
2873,2021-04-30 16:00:56,35.22,5.83,,10.83,11.49
2874,2021-04-30 17:00:56,37.9,5.3,,11.39,12.24
2875,2021-04-30 18:00:56,45.11,5.97,,13.35,14.14
2876,2021-04-30 19:00:56,45.78,5.26,,13.51,14.56
2877,2021-04-30 20:00:56,44.67,5.44,,12.65,13.85
2878,2021-04-30 21:00:56,49.44,5.9,,14.93,15.6
2879,2021-04-30 22:00:56,45.56,5.22,,23.42,24.48
2880,2021-04-30 23:00:56,49.66,4.22,,20.16,20.95
2881,2021-05-01 00:00:56,49.8,4.56,,40.88,42.46
2882,2021-05-01 01:00:56,72.11,4.59,,42.44,45.38
2883,2021-05-01 02:00:56,71.88,5.35,,32.52,33.45
2884,2021-05-01 03:00:56,61.77,5.63,,30.7,31.78
2885,2021-05-01 04:00:56,51.66,5.48,,21.08,21.93
2886,2021-05-01 05:00:56,48.78,5.37,,20.19,20.82
2887,2021-05-01 06:00:56,53.16,5.04,,44.6,47.36
2888,2021-05-01 07:00:56,108.84,6.36,,46.05,51.4
2889,2021-05-01 08:00:56,165.91,8.09,,47.99,54.03
2890,2021-05-01 09:00:56,179.03,6.57,,35.36,38.14
2891,2021-05-01 10:00:56,100.9,5.61,,34.33,36.33
2892,2021-05-01 11:00:56,104.41,5.46,,27.12,28.99
2893,2021-05-01 12:00:56,73.76,3.72,,19.24,20.09
2894,2021-05-01 13:00:56,56.0,3.23,,15.62,16.84
2895,2021-05-01 14:00:56,56.0,,,16.9,17.82
2896,2021-05-01 15:00:56,,2.96,,16.75,17.73
2897,2021-05-01 16:00:56,55.76,3.24,,16.23,17.01
2898,2021-05-01 17:00:56,44.79,3.36,,16.21,17.05
2899,2021-05-01 18:00:56,42.69,3.04,,14.47,15.77
2900,2021-05-01 19:00:56,40.41,2.54,,14.82,15.65
2901,2021-05-01 20:00:56,45.86,3.2,,16.79,17.88
2902,2021-05-01 21:00:56,62.93,2.3,,17.83,18.79
2903,2021-05-01 22:00:56,68.72,1.9,,17.62,18.6
2904,2021-05-01 23:00:56,50.24,3.04,,22.95,23.68
2905,2021-05-02 00:00:56,64.0,2.85,,59.67,80.86
2906,2021-05-02 01:00:56,92.17,2.98,,69.55,82.21
2907,2021-05-02 02:00:56,107.48,3.27,,55.24,61.86
2908,2021-05-02 03:00:56,76.17,2.42,,59.25,61.28
2909,2021-05-02 04:00:56,72.72,3.3,,81.28,94.3
2910,2021-05-02 05:00:56,103.86,4.02,,65.76,81.67
2911,2021-05-02 06:00:56,92.14,3.72,,69.93,76.82
2912,2021-05-02 07:00:56,74.55,3.7,,41.76,48.54
2913,2021-05-02 08:00:56,61.79,3.13,,24.27,25.7
2914,2021-05-02 09:00:56,60.0,1.85,,21.93,22.87
2915,2021-05-02 10:00:56,60.41,1.58,,20.79,21.86
2916,2021-05-02 11:00:56,63.38,1.72,,20.79,21.71
2917,2021-05-02 12:00:56,58.1,1.39,,20.57,21.68
2918,2021-05-02 13:00:56,58.79,1.6,,17.85,19.05
2919,2021-05-02 14:00:56,56.79,2.18,,19.54,20.47
2920,2021-05-02 15:00:56,54.59,2.63,,20.08,21.15
2921,2021-05-02 16:00:56,51.31,2.95,,21.67,22.83
2922,2021-05-02 17:00:56,54.21,2.32,,19.9,21.0
2923,2021-05-02 18:00:56,57.24,2.09,,17.97,19.53
2924,2021-05-02 19:00:56,67.17,2.49,,15.8,17.31
2925,2021-05-02 20:00:56,61.76,2.57,,20.35,21.66
2926,2021-05-02 21:00:56,77.52,1.58,,21.94,23.24
2927,2021-05-02 22:00:56,80.34,1.6,,21.04,22.29
2928,2021-05-02 23:00:56,66.21,4.29,,18.87,19.87
2929,2021-05-03 00:00:56,68.72,5.92,,19.48,20.53
2930,2021-05-03 01:00:56,74.69,7.26,,17.59,18.65
2931,2021-05-03 02:00:56,72.72,7.25,,12.66,13.6
2932,2021-05-03 03:00:56,77.97,6.93,,11.21,12.14
2933,2021-05-03 04:00:56,70.03,6.68,,9.91,10.65
2934,2021-05-03 05:00:56,79.1,6.76,,9.58,10.59
2935,2021-05-03 06:00:56,79.48,5.52,,15.31,16.15
2936,2021-05-03 07:00:56,83.59,6.92,,38.3,41.05
2937,2021-05-03 08:00:56,157.17,6.53,,57.65,67.7
2938,2021-05-03 09:00:56,146.9,7.87,,53.91,63.27
2939,2021-05-03 10:00:56,119.28,6.89,,41.19,47.43
2940,2021-05-03 11:00:56,113.31,6.81,,38.84,42.21
2941,2021-05-03 12:00:56,120.24,6.57,,35.57,38.02
2942,2021-05-03 13:00:56,156.48,7.18,,29.68,31.05
2943,2021-05-03 14:00:56,150.55,6.86,,26.79,28.04
2944,2021-05-03 15:00:56,135.52,6.92,,22.49,23.64
2945,2021-05-03 16:00:56,111.62,7.09,,19.48,20.66
2946,2021-05-03 17:00:56,88.21,7.3,,19.67,20.66
2947,2021-05-03 18:00:56,66.48,7.94,,19.95,21.4
2948,2021-05-03 19:00:56,87.48,7.81,,22.85,24.49
2949,2021-05-03 20:00:56,84.86,7.05,,20.16,21.58
2950,2021-05-03 21:00:56,99.86,7.1,,15.74,16.68
2951,2021-05-03 22:00:56,90.52,7.06,,12.15,13.14
2952,2021-05-03 23:00:56,95.41,4.24,,9.74,10.54
2953,2021-05-04 00:00:56,96.31,2.55,,10.57,11.01
2954,2021-05-04 01:00:56,74.34,3.15,,13.17,14.13
2955,2021-05-04 02:00:56,87.03,2.94,,12.91,13.71
2956,2021-05-04 03:00:56,95.79,2.98,,12.66,13.9
2957,2021-05-04 04:00:56,93.17,2.69,,9.24,9.97
2958,2021-05-04 05:00:56,86.51,3.03,,10.27,10.76
2959,2021-05-04 06:00:56,91.0,3.25,,15.39,16.28
2960,2021-05-04 07:00:56,,3.4,,19.84,20.59
2961,2021-05-04 08:00:56,,3.69,,25.42,27.25
2962,2021-05-04 09:00:56,,3.98,,26.32,28.56
2963,2021-05-04 10:00:56,,3.19,,23.47,25.38
2964,2021-05-04 11:00:56,,3.14,,19.27,20.47
2965,2021-05-04 12:00:56,,2.14,,16.94,17.92
2966,2021-05-04 13:00:56,,2.5,,17.86,18.63
2967,2021-05-04 14:00:56,,2.0,,14.92,15.86
2968,2021-05-04 15:00:56,,2.93,,14.39,15.2
2969,2021-05-04 16:00:56,,2.52,,15.02,15.59
2970,2021-05-04 17:00:56,,1.77,,15.31,16.07
2971,2021-05-04 18:00:56,,2.56,,17.71,18.74
2972,2021-05-04 19:00:56,,1.94,,16.7,17.58
2973,2021-05-04 20:00:56,,2.23,,15.66,16.26
2974,2021-05-04 21:00:56,,2.91,,11.78,12.57
2975,2021-05-04 22:00:56,,2.8,,10.42,11.22
2976,2021-05-04 23:00:56,,5.46,,9.88,10.49
2977,2021-05-05 00:00:56,,6.54,,10.29,11.11
2978,2021-05-05 01:00:56,,7.61,,13.2,13.98
2979,2021-05-05 02:00:56,,6.91,,15.93,16.75
2980,2021-05-05 03:00:56,,7.77,,12.11,12.85
2981,2021-05-05 04:00:56,,7.19,,10.22,10.86
2982,2021-05-05 05:00:56,,6.98,,10.74,11.49
2983,2021-05-05 06:00:56,,7.67,,12.1,12.87
2984,2021-05-05 07:00:56,,6.68,,14.4,15.05
2985,2021-05-05 08:00:56,,8.18,,18.04,19.26
2986,2021-05-05 09:00:56,,8.32,,18.79,20.56
2987,2021-05-05 10:00:56,,6.74,,19.95,22.68
2988,2021-05-05 11:00:56,,6.43,,29.41,31.88
2989,2021-05-05 12:00:56,,6.5,,19.82,20.89
2990,2021-05-05 13:00:56,85.24,6.36,,15.85,16.67
2991,2021-05-05 14:00:56,65.75,5.81,,13.68,14.64
2992,2021-05-05 15:00:56,64.13,6.04,,13.15,14.1
2993,2021-05-05 16:00:56,65.88,5.92,,14.48,15.48
2994,2021-05-05 17:00:56,72.13,6.2,,17.25,18.13
2995,2021-05-05 18:00:56,72.5,7.15,,17.74,18.92
2996,2021-05-05 19:00:56,69.25,6.82,,18.23,18.8
2997,2021-05-05 20:00:56,70.37,5.97,,18.31,19.2
2998,2021-05-05 21:00:56,65.87,5.15,,20.21,20.93
2999,2021-05-05 22:00:56,66.76,5.62,,28.33,29.23
3000,2021-05-05 23:00:56,81.63,3.95,,38.55,40.48
3001,2021-05-06 00:00:56,96.49,2.82,,26.44,27.58
3002,2021-05-06 01:00:56,70.67,2.88,,21.47,22.25
3003,2021-05-06 02:00:56,58.99,2.6,,18.17,18.8
3004,2021-05-06 03:00:56,44.62,2.84,,18.54,19.22
3005,2021-05-06 04:00:56,41.12,3.42,,18.44,19.32
3006,2021-05-06 05:00:56,34.75,2.96,,13.37,14.13
3007,2021-05-06 06:00:56,38.14,3.36,,26.48,27.37
3008,2021-05-06 07:00:56,79.77,3.38,,38.39,39.8
3009,2021-05-06 08:00:56,118.87,3.56,,49.48,53.88
3010,2021-05-06 09:00:56,108.99,3.67,,40.38,44.94
3011,2021-05-06 10:00:56,100.27,3.99,,66.47,70.39
3012,2021-05-06 11:00:56,139.13,2.64,,41.67,44.46
3013,2021-05-06 12:00:56,145.85,3.42,,25.56,26.92
3014,2021-05-06 13:00:56,86.24,2.21,,21.29,22.41
3015,2021-05-06 14:00:56,70.14,2.04,,20.44,21.28
3016,2021-05-06 15:00:56,90.49,2.73,,21.79,22.79
3017,2021-05-06 16:00:56,77.37,2.51,,17.19,18.07
3018,2021-05-06 17:00:56,61.63,2.22,,14.31,14.81
3019,2021-05-06 18:00:56,75.99,1.95,,14.67,15.45
3020,2021-05-06 19:00:56,48.38,1.86,,16.49,17.48
3021,2021-05-06 20:00:56,50.37,2.04,,17.45,18.18
3022,2021-05-06 21:00:56,45.75,2.38,,14.86,15.09
3023,2021-05-06 22:00:56,45.63,2.86,,28.8,29.69
3024,2021-05-06 23:00:56,57.63,1.48,,30.35,31.58
3025,2021-05-07 00:00:56,61.25,0.95,,32.49,33.4
3026,2021-05-07 01:00:56,55.03,1.63,,28.82,29.58
3027,2021-05-07 02:00:56,46.37,0.73,,19.63,20.68
3028,2021-05-07 03:00:56,35.38,0.16,,19.04,20.04
3029,2021-05-07 04:00:56,36.87,0.52,,20.28,21.11
3030,2021-05-07 05:00:56,29.38,0.91,,17.08,18.22
3031,2021-05-07 06:00:56,31.5,1.4,,13.22,14.27
3032,2021-05-07 07:00:56,28.5,0.86,,16.29,17.6
3033,2021-05-07 08:00:56,32.0,0.95,,16.83,17.92
3034,2021-05-07 09:00:56,31.37,0.93,,17.56,18.88
3035,2021-05-07 10:00:56,27.88,-0.01,,17.63,19.32
3036,2021-05-07 11:00:56,35.13,-0.26,,16.13,17.24
3037,2021-05-07 12:00:56,44.38,0.38,,15.32,16.4
3038,2021-05-07 13:00:56,52.49,-0.63,,13.91,15.05
3039,2021-05-07 14:00:56,42.13,-0.39,,14.55,15.44
3040,2021-05-07 15:00:56,43.38,0.42,,13.78,14.79
3041,2021-05-07 16:00:56,46.63,-0.42,,17.27,18.57
3042,2021-05-07 17:00:56,51.38,0.49,,18.83,19.71
3043,2021-05-07 18:00:56,53.25,0.12,,19.84,20.59
3044,2021-05-07 19:00:56,47.5,0.25,,20.64,21.53
3045,2021-05-07 20:00:56,46.63,0.25,,27.36,28.5
3046,2021-05-07 21:00:56,68.64,-0.27,,34.78,35.54
3047,2021-05-07 22:00:56,96.76,0.78,,43.71,45.29
3048,2021-05-07 23:00:56,111.86,2.26,,38.31,42.36
3049,2021-05-08 00:00:56,94.16,3.93,,62.25,66.32
3050,2021-05-08 01:00:56,170.31,4.61,,60.77,78.31
3051,2021-05-08 02:00:56,149.47,4.54,,46.25,48.35
3052,2021-05-08 03:00:56,85.61,4.18,,32.08,33.01
3053,2021-05-08 04:00:56,53.87,4.69,,25.48,26.16
3054,2021-05-08 05:00:56,49.64,3.8,,41.04,44.0
3055,2021-05-08 06:00:56,85.91,4.58,,54.61,60.61
3056,2021-05-08 07:00:56,157.99,4.43,,42.4,44.59
3057,2021-05-08 08:00:56,140.03,5.28,,37.26,50.52
3058,2021-05-08 09:00:56,218.03,4.97,,47.64,60.77
3059,2021-05-08 10:00:56,270.74,4.84,,57.51,74.22
3060,2021-05-08 11:00:56,237.46,4.62,,47.8,58.32
3061,2021-05-08 12:00:56,153.97,3.56,,35.89,39.42
3062,2021-05-08 13:00:56,83.62,4.45,,37.44,42.26
3063,2021-05-08 14:00:56,79.37,4.04,,32.75,35.17
3064,2021-05-08 15:00:56,68.13,3.67,,28.66,30.22
3065,2021-05-08 16:00:56,71.26,4.0,,27.43,29.15
3066,2021-05-08 17:00:56,85.37,4.19,,25.92,27.66
3067,2021-05-08 18:00:56,75.51,3.72,,20.92,22.23
3068,2021-05-08 19:00:56,87.0,2.66,,18.13,19.34
3069,2021-05-08 20:00:56,91.49,3.36,,21.29,22.13
3070,2021-05-08 21:00:56,71.12,2.93,,19.94,20.72
3071,2021-05-08 22:00:56,52.0,2.89,,21.99,23.23
3072,2021-05-08 23:00:56,61.13,4.8,,30.15,31.69
3073,2021-05-09 00:00:56,80.26,6.12,,30.27,31.41
3074,2021-05-09 01:00:56,106.14,5.88,,31.18,32.72
3075,2021-05-09 02:00:56,73.61,5.87,,16.59,17.46
3076,2021-05-09 03:00:56,41.62,5.72,,12.91,13.52
3077,2021-05-09 04:00:56,32.75,5.47,,9.19,9.84
3078,2021-05-09 05:00:56,39.0,5.65,,13.81,14.58
3079,2021-05-09 06:00:56,45.37,5.81,,11.03,11.7
3080,2021-05-09 07:00:56,42.13,5.85,,9.24,9.95
3081,2021-05-09 08:00:56,49.87,6.08,,8.75,9.43
3082,2021-05-09 09:00:56,49.0,6.19,,8.18,9.21
3083,2021-05-09 10:00:56,47.49,5.91,,8.16,8.9
3084,2021-05-09 11:00:56,37.13,5.53,,11.0,11.81
3085,2021-05-09 12:00:56,39.0,5.21,,8.75,9.6
3086,2021-05-09 13:00:56,45.12,4.99,,7.72,8.55
3087,2021-05-09 14:00:56,39.5,5.31,,8.64,9.33
3088,2021-05-09 15:00:56,41.37,4.42,,8.8,9.77
3089,2021-05-09 16:00:56,29.5,4.29,,9.69,10.52
3090,2021-05-09 17:00:56,25.62,5.08,,9.62,10.03
3091,2021-05-09 18:00:56,23.25,4.52,,9.99,11.04
3092,2021-05-09 19:00:56,25.38,5.1,,10.66,11.28
3093,2021-05-09 20:00:56,28.0,5.43,,12.54,13.33
3094,2021-05-09 21:00:56,28.88,5.94,,10.39,11.34
3095,2021-05-09 22:00:56,35.0,6.05,,11.83,12.75
3096,2021-05-09 23:00:56,33.62,5.35,,11.02,11.78
3097,2021-05-10 00:00:56,23.12,5.32,,10.3,10.84
3098,2021-05-10 01:00:56,17.72,5.39,,9.17,9.94
3099,2021-05-10 02:00:56,21.62,4.73,,7.89,8.36
3100,2021-05-10 03:00:56,11.75,5.41,,7.07,7.72
3101,2021-05-10 04:00:56,10.13,5.31,,6.57,7.18
3102,2021-05-10 05:00:56,10.87,5.71,,5.81,6.66
3103,2021-05-10 06:00:56,9.75,5.64,,5.97,6.58
3104,2021-05-10 07:00:56,9.13,6.8,,7.6,8.65
3105,2021-05-10 08:00:56,17.0,5.84,,9.99,10.67
3106,2021-05-10 09:00:56,17.63,5.83,,12.28,13.06
3107,2021-05-10 10:00:56,22.88,5.35,,10.18,11.23
3108,2021-05-10 11:00:56,28.62,4.91,,9.34,10.42
3109,2021-05-10 12:00:56,25.87,5.07,,7.49,8.52
3110,2021-05-10 13:00:56,24.87,4.65,,6.78,7.45
3111,2021-05-10 14:00:56,25.38,5.15,,8.35,9.13
3112,2021-05-10 15:00:56,35.0,4.88,,8.96,10.0
3113,2021-05-10 16:00:56,34.25,4.64,,8.92,9.99
3114,2021-05-10 17:00:56,29.25,4.73,,9.32,10.1
3115,2021-05-10 18:00:56,30.37,4.2,,10.16,11.11
3116,2021-05-10 19:00:56,25.75,4.21,,11.0,11.75
3117,2021-05-10 20:00:56,25.51,4.91,,12.42,13.28
3118,2021-05-10 21:00:56,35.12,5.72,,15.14,15.84
3119,2021-05-10 22:00:56,29.13,5.61,,19.14,19.86
3120,2021-05-10 23:00:56,31.63,5.26,,27.79,30.57
3121,2021-05-11 00:00:56,41.12,4.98,,22.18,23.69
3122,2021-05-11 01:00:56,28.72,4.72,,30.09,32.52
3123,2021-05-11 02:00:56,39.64,5.28,,66.22,68.75
3124,2021-05-11 03:00:56,72.73,5.67,,36.46,37.26
3125,2021-05-11 04:00:56,28.62,5.41,,28.2,29.17
3126,2021-05-11 05:00:56,25.37,5.85,,16.54,17.25
3127,2021-05-11 06:00:56,20.12,5.17,,16.78,17.4
3128,2021-05-11 07:00:56,14.63,5.44,,15.39,16.61
3129,2021-05-11 08:00:56,19.5,5.27,,17.7,18.66
3130,2021-05-11 09:00:56,25.13,4.94,,35.3,38.37
3131,2021-05-11 10:00:56,40.63,4.79,,43.19,46.73
3132,2021-05-11 11:00:56,44.87,4.81,,29.09,30.51
3133,2021-05-11 12:00:56,46.63,3.6,,22.73,24.04
3134,2021-05-11 13:00:56,64.87,3.81,,21.7,22.85
3135,2021-05-11 14:00:56,63.25,4.49,,20.13,21.04
3136,2021-05-11 15:00:56,57.5,3.13,,21.45,22.78
3137,2021-05-11 16:00:56,54.13,3.66,,22.11,23.47
3138,2021-05-11 17:00:56,54.62,3.4,,23.57,24.76
3139,2021-05-11 18:00:56,51.37,3.51,,23.03,23.91
3140,2021-05-11 19:00:56,45.87,3.59,,20.41,21.2
3141,2021-05-11 20:00:56,38.0,3.33,,20.4,21.03
3142,2021-05-11 21:00:56,40.13,3.71,,32.74,33.68
3143,2021-05-11 22:00:56,57.01,4.23,,36.35,37.12
3144,2021-05-11 23:00:56,69.87,5.37,,37.07,38.03
3145,2021-05-12 00:00:56,62.5,5.64,,38.3,39.43
3146,2021-05-12 01:00:56,65.39,6.0,,39.91,41.35
3147,2021-05-12 02:00:56,60.12,6.34,,38.45,39.39
3148,2021-05-12 03:00:56,53.37,6.09,,34.22,35.26
3149,2021-05-12 04:00:56,47.75,5.98,,19.7,20.45
3150,2021-05-12 05:00:56,37.75,6.35,,20.1,20.92
3151,2021-05-12 06:00:56,35.27,6.27,,36.21,37.9
3152,2021-05-12 07:00:56,81.01,7.76,,40.72,51.26
3153,2021-05-12 08:00:56,100.64,8.37,,54.01,63.21
3154,2021-05-12 09:00:56,134.98,7.38,,45.57,50.76
3155,2021-05-12 10:00:56,97.24,7.36,,30.6,32.51
3156,2021-05-12 11:00:56,76.87,7.47,,22.77,24.05
3157,2021-05-12 12:00:56,67.01,6.67,,17.28,18.21
3158,2021-05-12 13:00:56,50.5,5.9,,14.64,15.46
3159,2021-05-12 14:00:56,45.24,5.35,,13.47,14.03
3160,2021-05-12 15:00:56,33.38,6.25,,13.98,14.59
3161,2021-05-12 16:00:56,34.62,5.62,,14.31,15.43
3162,2021-05-12 17:00:56,25.25,5.88,,16.32,17.24
3163,2021-05-12 18:00:56,28.25,6.89,,15.82,16.72
3164,2021-05-12 19:00:56,37.13,6.51,,15.25,16.22
3165,2021-05-12 20:00:56,37.37,6.06,,15.36,16.42
3166,2021-05-12 21:00:56,32.62,5.9,,11.9,12.49
3167,2021-05-12 22:00:56,31.76,5.29,,9.87,10.74
3168,2021-05-12 23:00:56,43.0,3.83,,10.37,11.07
3169,2021-05-13 00:00:56,35.12,3.42,,10.78,11.33
3170,2021-05-13 01:00:56,28.02,3.93,,9.37,10.36
3171,2021-05-13 02:00:56,24.14,3.67,,15.12,15.81
3172,2021-05-13 03:00:56,55.53,3.06,,32.13,33.36
3173,2021-05-13 04:00:56,111.46,4.73,,22.71,23.63
3174,2021-05-13 05:00:56,40.88,4.39,,17.25,18.14
3175,2021-05-13 06:00:56,60.37,4.1,,16.73,17.78
3176,2021-05-13 07:00:56,58.13,4.69,,22.32,24.48
3177,2021-05-13 08:00:56,72.0,4.66,,28.14,33.1
3178,2021-05-13 09:00:56,66.63,4.04,,21.93,24.78
3179,2021-05-13 10:00:56,74.74,4.62,,18.94,20.4
3180,2021-05-13 11:00:56,50.87,4.36,,13.61,14.45
3181,2021-05-13 12:00:56,40.99,4.38,,10.73,11.72
3182,2021-05-13 13:00:56,27.75,4.19,,9.45,10.17
3183,2021-05-13 14:00:56,33.13,5.1,,8.58,9.23
3184,2021-05-13 15:00:56,34.5,4.45,,7.95,8.42
3185,2021-05-13 16:00:56,40.01,4.59,,9.4,10.6
3186,2021-05-13 17:00:56,54.0,6.06,,9.99,10.51
3187,2021-05-13 18:00:56,56.26,5.55,,10.51,11.08
3188,2021-05-13 19:00:56,70.75,4.79,,10.81,11.86
3189,2021-05-13 20:00:56,61.62,4.88,,10.99,11.69
3190,2021-05-13 21:00:56,56.99,4.43,,9.8,10.63
3191,2021-05-13 22:00:56,43.25,4.08,,8.67,9.42
3192,2021-05-13 23:00:56,44.62,4.86,,10.37,10.88
3193,2021-05-14 00:00:56,40.87,5.69,,11.1,11.83
3194,2021-05-14 01:00:56,34.11,6.4,,22.66,23.31
3195,2021-05-14 02:00:56,41.12,7.02,,13.52,14.44
3196,2021-05-14 03:00:56,36.38,7.1,,19.75,20.55
3197,2021-05-14 04:00:56,,,,,
3198,2021-05-14 05:00:56,,,,,
3199,2021-05-14 06:00:56,,,,,
3200,2021-05-14 07:00:56,,,,,
3201,2021-05-14 08:00:56,,,,,
3202,2021-05-14 09:00:56,,,,,
3203,2021-05-14 10:00:56,,,,,
3204,2021-05-14 11:00:56,,,,,
3205,2021-05-14 12:00:56,,,,,
3206,2021-05-14 13:00:56,,,,,
3207,2021-05-14 14:00:56,,,,,
3208,2021-05-14 15:00:56,,,,,
3209,2021-05-14 16:00:56,,,,,
3210,2021-05-14 17:00:56,,,,,
3211,2021-05-14 18:00:56,,,,,
3212,2021-05-14 19:00:56,,,,,
3213,2021-05-14 20:00:56,,,,,
3214,2021-05-14 21:00:56,,,,,
3215,2021-05-14 22:00:56,,,,,
3216,2021-05-14 23:00:56,,,,,
3217,2021-05-15 00:00:56,,,,,
3218,2021-05-15 01:00:56,,,,,
3219,2021-05-15 02:00:56,,,,,
3220,2021-05-15 03:00:56,,,,,
3221,2021-05-15 04:00:56,,,,,
3222,2021-05-15 05:00:56,,,,,
3223,2021-05-15 06:00:56,,,,,
3224,2021-05-15 07:00:56,,,,,
3225,2021-05-15 08:00:56,,,,,
3226,2021-05-15 09:00:56,,,,,
3227,2021-05-15 10:00:56,,,,,
3228,2021-05-15 11:00:56,,,,,
3229,2021-05-15 12:00:56,,,,,
3230,2021-05-15 13:00:56,,,,,
3231,2021-05-15 14:00:56,,,,,
3232,2021-05-15 15:00:56,,,,,
3233,2021-05-15 16:00:56,,,,,
3234,2021-05-15 17:00:56,,,,,
3235,2021-05-15 18:00:56,,,,,
3236,2021-05-15 19:00:56,,,,,
3237,2021-05-15 20:00:56,,,,,
3238,2021-05-15 21:00:56,,,,,
3239,2021-05-15 22:00:56,,,,,
3240,2021-05-15 23:00:56,,,,,
3241,2021-05-16 00:00:56,,,,,
3242,2021-05-16 01:00:56,,,,,
3243,2021-05-16 02:00:56,,,,,
3244,2021-05-16 03:00:56,,,,,
3245,2021-05-16 04:00:56,,,,,
3246,2021-05-16 05:00:56,,,,,
3247,2021-05-16 06:00:56,,,,,
3248,2021-05-16 07:00:56,,,,,
3249,2021-05-16 08:00:56,,,,,
3250,2021-05-16 09:00:56,,,,,
3251,2021-05-16 10:00:56,,,,,
3252,2021-05-16 11:00:56,,,,,
3253,2021-05-16 12:00:56,,,,,
3254,2021-05-16 13:00:56,,,,,
3255,2021-05-16 14:00:56,,,,,
3256,2021-05-16 15:00:56,,,,,
3257,2021-05-16 16:00:56,,,,,
3258,2021-05-16 17:00:56,,,,,
3259,2021-05-16 18:00:56,,,,,
3260,2021-05-16 19:00:56,,,,,
3261,2021-05-16 20:00:56,,,,,
3262,2021-05-16 21:00:56,,,,,
3263,2021-05-16 22:00:56,,,,,
3264,2021-05-16 23:00:56,,,,,
3265,2021-05-17 00:00:56,,,,,
3266,2021-05-17 01:00:56,,,,,
3267,2021-05-17 02:00:56,,,,,
3268,2021-05-17 03:00:56,,,,,
3269,2021-05-17 04:00:56,,,,,
3270,2021-05-17 05:00:56,,,,,
3271,2021-05-17 06:00:56,,,,,
3272,2021-05-17 07:00:56,,,,,
3273,2021-05-17 08:00:56,,,,,
3274,2021-05-17 09:00:56,,,,,
3275,2021-05-17 10:00:56,,,,,
3276,2021-05-17 11:00:56,68.26,1.96,,23.47,24.89
3277,2021-05-17 12:00:56,56.0,1.89,,20.06,21.1
3278,2021-05-17 13:00:56,55.87,2.16,,18.03,19.01
3279,2021-05-17 14:00:56,54.62,1.1,,16.0,17.12
3280,2021-05-17 15:00:56,52.5,1.36,,15.11,15.94
3281,2021-05-17 16:00:56,55.0,1.87,,14.34,15.37
3282,2021-05-17 17:00:56,49.25,1.65,,15.28,16.05
3283,2021-05-17 18:00:56,58.5,1.47,,21.12,22.0
3284,2021-05-17 19:00:56,62.88,2.29,,29.14,29.9
3285,2021-05-17 20:00:56,67.75,2.01,,29.08,30.06
3286,2021-05-17 21:00:56,60.76,0.8,,33.12,33.58
3287,2021-05-17 22:00:56,71.37,1.68,,51.63,53.97
3288,2021-05-17 23:00:56,60.25,2.78,,52.97,54.64
3289,2021-05-18 00:00:56,59.49,2.84,,29.66,30.62
3290,2021-05-18 01:00:56,39.79,3.09,,22.18,23.06
3291,2021-05-18 02:00:56,24.0,2.82,,16.49,17.31
3292,2021-05-18 03:00:56,23.87,2.85,,13.06,13.67
3293,2021-05-18 04:00:56,22.87,3.08,,11.68,12.43
3294,2021-05-18 05:00:56,23.88,3.44,,26.1,27.48
3295,2021-05-18 06:00:56,49.29,3.85,,47.79,50.17
3296,2021-05-18 07:00:56,130.86,4.33,,51.7,55.92
3297,2021-05-18 08:00:56,100.12,3.36,,46.84,52.46
3298,2021-05-18 09:00:56,88.38,4.16,,55.85,63.23
3299,2021-05-18 10:00:56,91.73,2.45,,37.41,39.64
3300,2021-05-18 11:00:56,49.63,3.93,,28.66,30.2
3301,2021-05-18 12:00:56,59.75,2.46,,22.37,23.46
3302,2021-05-18 13:00:56,49.24,2.8,,19.95,20.92
3303,2021-05-18 14:00:56,36.87,2.95,,16.49,17.83
3304,2021-05-18 15:00:56,35.37,3.71,,17.62,18.71
3305,2021-05-18 16:00:56,32.38,4.18,,17.29,18.23
3306,2021-05-18 17:00:56,43.76,3.92,,15.86,17.04
3307,2021-05-18 18:00:56,53.99,3.91,,16.46,17.62
3308,2021-05-18 19:00:56,39.87,4.78,,20.12,21.58
3309,2021-05-18 20:00:56,40.38,4.26,,39.49,42.98
3310,2021-05-18 21:00:56,52.13,3.59,,43.07,46.04
3311,2021-05-18 22:00:56,63.74,2.69,,25.84,26.99
3312,2021-05-18 23:00:56,40.75,5.02,,22.84,25.33
3313,2021-05-19 00:00:56,40.63,5.43,,27.48,32.57
3314,2021-05-19 01:00:56,48.74,5.25,,12.35,12.8
3315,2021-05-19 02:00:56,26.88,6.55,,10.99,11.58
3316,2021-05-19 03:00:56,40.38,5.85,,7.78,8.54
3317,2021-05-19 04:00:56,44.63,6.49,,11.78,12.44
3318,2021-05-19 05:00:56,56.88,6.26,,41.64,48.54
3319,2021-05-19 06:00:56,59.36,5.52,,15.0,16.0
3320,2021-05-19 07:00:56,33.87,6.26,,12.23,13.03
3321,2021-05-19 08:00:56,33.5,5.57,,15.96,17.23
3322,2021-05-19 09:00:56,37.38,5.65,,18.05,19.81
