_id,date,pm10_µg_m3,so2_µg_m3,no2_mg_m3,nox_µg_m3,o3_µg_m3
802,2021-04-14 01:00:00,35.3,15.24,34.24,38.31,50.63
803,2021-04-14 02:00:00,37.2,13.9,51.23,61.14,31.02
804,2021-04-14 03:00:00,34.15,10.42,44.29,52.35,24.94
805,2021-04-14 04:00:00,30.91,9.39,32.62,36.69,33.58
806,2021-04-14 05:00:00,29.54,11.34,42.99,49.13,24.41
807,2021-04-14 06:00:00,34.11,10.28,33.25,35.43,27.17
808,2021-04-14 07:00:00,37.66,8.54,47.92,60.62,14.41
809,2021-04-14 08:00:00,43.98,11.04,59.43,87.5,14.2
810,2021-04-14 09:00:00,51.13,12.52,41.52,61.3,32.13
811,2021-04-14 10:00:00,51.91,16.46,34.33,49.16,44.45
812,2021-04-14 11:00:00,54.11,9.23,34.61,46.88,52.55
813,2021-04-14 12:00:00,54.7,8.51,27.45,36.44,72.73
814,2021-04-14 13:00:00,54.48,7.92,19.28,23.44,92.06
815,2021-04-14 14:00:00,48.34,7.75,16.58,20.71,95.01
816,2021-04-14 15:00:00,47.3,7.43,16.21,19.69,92.58
817,2021-04-14 16:00:00,42.8,7.91,17.53,21.66,87.64
818,2021-04-14 17:00:00,35.22,7.85,16.49,21.39,75.92
819,2021-04-14 18:00:00,34.7,8.31,13.41,16.3,74.66
820,2021-04-14 19:00:00,30.38,9.35,14.11,16.64,75.14
821,2021-04-14 20:00:00,28.63,10.3,13.35,14.77,77.14
822,2021-04-14 21:00:00,26.42,11.39,13.82,15.45,74.7
823,2021-04-14 22:00:00,22.97,12.11,17.3,19.57,63.97
824,2021-04-14 23:00:00,22.72,12.46,13.51,15.88,71.06
825,2021-04-15 00:00:00,19.68,12.95,10.46,12.17,76.88
826,2021-04-15 01:00:00,19.64,13.04,10.18,11.65,76.41
827,2021-04-15 02:00:00,15.07,13.36,11.36,12.16,79.37
828,2021-04-15 03:00:00,14.5,14.0,9.46,10.33,79.3
829,2021-04-15 04:00:00,17.23,13.95,8.57,9.46,77.49
830,2021-04-15 05:00:00,15.66,14.52,8.73,9.75,80.95
831,2021-04-15 06:00:00,13.06,14.76,11.5,12.51,73.98
832,2021-04-15 07:00:00,14.42,15.17,11.11,12.1,77.0
833,2021-04-15 08:00:00,18.14,15.51,15.08,16.64,70.82
834,2021-04-15 09:00:00,25.02,18.12,43.12,56.62,32.06
835,2021-04-15 10:00:00,32.94,22.9,45.46,61.46,34.84
836,2021-04-15 11:00:00,38.04,23.46,44.23,59.3,49.16
837,2021-04-15 12:00:00,45.35,20.82,28.56,37.73,69.77
838,2021-04-15 13:00:00,48.95,19.28,18.78,23.99,80.75
839,2021-04-15 14:00:00,50.23,17.74,16.66,20.79,84.17
840,2021-04-15 15:00:00,50.24,16.78,12.3,15.07,81.87
841,2021-04-15 16:00:00,47.93,17.17,11.3,14.14,75.76
842,2021-04-15 17:00:00,40.98,16.96,14.16,18.12,73.77
843,2021-04-15 18:00:00,35.3,17.36,14.39,17.38,72.83
844,2021-04-15 19:00:00,33.28,17.59,14.58,16.6,71.91
845,2021-04-15 20:00:00,32.62,17.98,19.14,20.84,61.55
846,2021-04-15 21:00:00,31.31,19.08,15.12,16.64,65.41
847,2021-04-15 22:00:00,24.15,19.41,16.12,18.21,63.91
848,2021-04-15 23:00:00,21.38,20.05,17.44,19.83,60.44
849,2021-04-16 00:00:00,25.01,19.99,8.66,9.92,66.51
850,2021-04-16 01:00:00,25.79,12.82,7.73,9.38,66.52
851,2021-04-16 02:00:00,20.61,13.15,9.68,11.04,64.58
852,2021-04-16 03:00:00,20.4,13.78,19.85,21.33,56.71
853,2021-04-16 04:00:00,19.93,13.8,20.18,21.66,52.97
854,2021-04-16 05:00:00,17.61,13.81,11.65,12.47,60.65
855,2021-04-16 06:00:00,13.59,13.9,11.52,13.93,61.11
856,2021-04-16 07:00:00,14.75,14.67,26.75,31.69,40.78
857,2021-04-16 08:00:00,18.39,15.38,30.44,43.06,33.58
858,2021-04-16 09:00:00,21.88,16.29,23.73,34.56,45.16
859,2021-04-16 10:00:00,29.07,17.08,30.54,47.63,54.65
860,2021-04-16 11:00:00,34.34,16.87,22.56,29.54,69.34
861,2021-04-16 12:00:00,37.97,21.98,33.17,41.75,68.18
862,2021-04-16 13:00:00,39.17,17.61,18.62,23.5,82.51
863,2021-04-16 14:00:00,39.43,16.97,15.68,19.33,86.26
864,2021-04-16 15:00:00,40.12,17.17,17.62,21.47,80.9
865,2021-04-16 16:00:00,35.66,16.33,14.37,16.8,78.07
866,2021-04-16 17:00:00,35.85,16.4,15.57,19.01,71.05
867,2021-04-16 18:00:00,29.76,16.41,14.97,19.09,70.97
868,2021-04-16 19:00:00,29.08,17.28,22.98,28.51,65.63
869,2021-04-16 20:00:00,28.51,17.57,15.29,17.14,69.61
870,2021-04-16 21:00:00,28.4,17.8,8.43,9.59,72.63
871,2021-04-16 22:00:00,19.88,18.26,9.26,10.58,69.62
872,2021-04-16 23:00:00,14.53,18.51,10.34,11.63,67.08
873,2021-04-17 00:00:00,13.87,18.69,13.13,15.97,64.81
874,2021-04-17 01:00:00,17.67,14.37,34.97,43.02,38.63
875,2021-04-17 02:00:00,23.77,13.22,57.62,66.37,13.04
876,2021-04-17 03:00:00,25.44,12.36,39.67,43.53,27.64
877,2021-04-17 04:00:00,,,,,
878,2021-04-17 05:00:00,,,,,
879,2021-04-17 06:00:00,,,,,
880,2021-04-17 07:00:00,,,,,
881,2021-04-17 08:00:00,,,,,
882,2021-04-17 09:00:00,,,,,
883,2021-04-17 10:00:00,,,,,
884,2021-04-17 11:00:00,,,,,
885,2021-04-17 12:00:00,,,,,
886,2021-04-17 13:00:00,,,,,
887,2021-04-17 14:00:00,,,,,
888,2021-04-17 15:00:00,,,,,
889,2021-04-17 16:00:00,,,,,
890,2021-04-17 17:00:00,,,,,
891,2021-04-17 18:00:00,,,,,
892,2021-04-17 19:00:00,,,,,
893,2021-04-17 20:00:00,,,,,
894,2021-04-17 21:00:00,,,,,
895,2021-04-17 22:00:00,,,,,
896,2021-04-17 23:00:00,,,,,
897,2021-04-18 00:00:00,,,,,
898,2021-04-18 01:00:00,,,,,
899,2021-04-18 02:00:00,,,,,
900,2021-04-18 03:00:00,,,,,
901,2021-04-18 04:00:00,,,,,
902,2021-04-18 05:00:00,,,,,
903,2021-04-18 06:00:00,,,,,
904,2021-04-18 07:00:00,,,,,
905,2021-04-18 08:00:00,,,,,
906,2021-04-18 09:00:00,,,,,
907,2021-04-18 10:00:00,,,,,
908,2021-04-18 11:00:00,,,,,
909,2021-04-18 12:00:00,,,,,
910,2021-04-18 13:00:00,,,,,
911,2021-04-18 14:00:00,,,,,
912,2021-04-18 15:00:00,,,,,
913,2021-04-18 16:00:00,,,,,
914,2021-04-18 17:00:00,,,,,
915,2021-04-18 18:00:00,,,,,
916,2021-04-18 19:00:00,,,,,
917,2021-04-18 20:00:00,,,,,
918,2021-04-18 21:00:00,,,,,
919,2021-04-18 22:00:00,,,,,
920,2021-04-18 23:00:00,,,,,
921,2021-04-19 00:00:00,,,,,
922,2021-04-19 01:00:00,,,,,
923,2021-04-19 02:00:00,,,,,
924,2021-04-19 03:00:00,,,,,
925,2021-04-19 04:00:00,,,,,
926,2021-04-19 05:00:00,,,,,
927,2021-04-19 06:00:00,,,,,
928,2021-04-19 07:00:00,,,,,
929,2021-04-19 08:00:00,,,,,
930,2021-04-19 09:00:00,,,,,
931,2021-04-19 10:00:00,,,,,
932,2021-04-19 11:00:00,,,,,
933,2021-04-19 12:00:00,,,,,
934,2021-04-19 13:00:00,,,,,
935,2021-04-19 14:00:00,,,,,
936,2021-04-19 15:00:00,,,,,
937,2021-04-19 16:00:00,,,,,
938,2021-04-19 17:00:00,,,,,
939,2021-04-19 18:00:00,,,,,
940,2021-04-19 19:00:00,,,,,
941,2021-04-19 20:00:00,,,,,
942,2021-04-19 21:00:00,,,,,
943,2021-04-19 22:00:00,,,,,
944,2021-04-19 23:00:00,,,,,
945,2021-04-20 00:00:00,,,,,
946,2021-04-20 01:00:00,,,,,
947,2021-04-20 02:00:00,,,,,
948,2021-04-20 03:00:00,,,,,
949,2021-04-20 04:00:00,,,,,
950,2021-04-20 05:00:00,,,,,
951,2021-04-20 06:00:00,,,,,
952,2021-04-20 07:00:00,,,,,
953,2021-04-20 08:00:00,,,,,
954,2021-04-20 09:00:00,,,,,
955,2021-04-20 10:00:00,,,,,
956,2021-04-20 11:00:00,,,,,
957,2021-04-20 12:00:00,,,,,
958,2021-04-20 13:00:00,,,,,
959,2021-04-20 14:00:00,,,,,
960,2021-04-20 15:00:00,,,,,
961,2021-04-20 16:00:00,,,,,
962,2021-04-20 17:00:00,,,,,
963,2021-04-20 18:00:00,,,,,
964,2021-04-20 19:00:00,,,,,
965,2021-04-20 20:00:00,,,,,
966,2021-04-20 21:00:00,,,,,
967,2021-04-20 22:00:00,,,,,
968,2021-04-20 23:00:00,,,,,
969,2021-04-21 00:00:00,,,,,
970,2021-04-21 01:00:00,,,,,
971,2021-04-21 02:00:00,,,,,
972,2021-04-21 03:00:00,,,,,
973,2021-04-21 04:00:00,,,,,
974,2021-04-21 05:00:00,,,,,
975,2021-04-21 06:00:00,,,,,
976,2021-04-21 07:00:00,,,,,
977,2021-04-21 08:00:00,,,,,
978,2021-04-21 09:00:00,,,,,
979,2021-04-21 10:00:00,,,,,
980,2021-04-21 11:00:00,,,,,
981,2021-04-21 12:00:00,,,,,
982,2021-04-21 13:00:00,,,,,
983,2021-04-21 14:00:00,,,,,
984,2021-04-21 15:00:00,,,,,
985,2021-04-21 16:00:00,,,,,
986,2021-04-21 17:00:00,,,,,
987,2021-04-21 18:00:00,,,,,
988,2021-04-21 19:00:00,,,,,
989,2021-04-21 20:00:00,,,,,
990,2021-04-21 21:00:00,,,,,
991,2021-04-21 22:00:00,,,,,
992,2021-04-21 23:00:00,,,,,
993,2021-04-22 00:00:00,,,,,
994,2021-04-22 01:00:00,,,,,
995,2021-04-22 02:00:00,,,,,
996,2021-04-22 03:00:00,,,,,
997,2021-04-22 04:00:00,,,,,
998,2021-04-22 05:00:00,,,,,
999,2021-04-22 06:00:00,,,,,
1000,2021-04-22 07:00:00,,,,,
1001,2021-04-22 08:00:00,,,,,
1002,2021-04-22 09:00:00,,,,,
1003,2021-04-22 10:00:00,,,,,
1004,2021-04-22 11:00:00,,,,,
1005,2021-04-22 12:00:00,,,,,
1006,2021-04-22 13:00:00,,,,,
1007,2021-04-22 14:00:00,,,,,
1008,2021-04-22 15:00:00,,,,,
1009,2021-04-22 16:00:00,,,,,
1010,2021-04-22 17:00:00,,,,,
1011,2021-04-22 18:00:00,,25.27,14.13,16.52,104.27
1012,2021-04-22 19:00:00,,28.87,18.4,20.5,98.73
1013,2021-04-22 20:00:00,,28.26,32.07,33.39,71.64
1014,2021-04-22 21:00:00,,28.32,24.43,25.07,78.08
1015,2021-04-22 22:00:00,,28.27,31.78,33.25,63.69
1016,2021-04-22 23:00:00,,28.1,36.04,38.61,54.3
1017,2021-04-23 00:00:00,,27.28,26.88,28.91,60.04
1018,2021-04-23 01:00:00,,6.06,15.98,16.59,74.44
1019,2021-04-23 02:00:00,,6.41,23.9,24.81,65.49
1020,2021-04-23 03:00:00,,6.13,20.21,20.84,67.06
1021,2021-04-23 04:00:00,,5.95,29.21,30.11,57.18
1022,2021-04-23 05:00:00,,5.93,14.49,14.8,72.29
1023,2021-04-23 06:00:00,,5.8,18.36,18.85,64.97
1024,2021-04-23 07:00:00,,7.98,46.18,52.39,38.38
1025,2021-04-23 08:00:00,,6.15,20.53,23.2,74.08
1026,2021-04-23 09:00:00,,5.91,21.82,30.0,79.01
1027,2021-04-23 10:00:00,,5.47,20.53,24.88,90.57
1028,2021-04-23 11:00:00,,5.96,12.65,15.47,106.1
1029,2021-04-23 12:00:00,,7.28,10.97,12.92,112.95
1030,2021-04-23 13:00:00,,8.85,12.02,14.95,117.59
1031,2021-04-23 14:00:00,,7.77,12.43,14.69,122.45
1032,2021-04-23 15:00:00,,8.88,11.28,13.62,124.5
1033,2021-04-23 16:00:00,,8.99,9.42,10.99,127.33
1034,2021-04-23 17:00:00,,9.17,10.78,12.32,129.23
1035,2021-04-23 18:00:00,,9.25,10.9,12.67,127.52
1036,2021-04-23 19:00:00,,9.59,15.94,18.34,119.54
1037,2021-04-23 20:00:00,,9.54,36.13,40.42,87.17
1038,2021-04-23 21:00:00,,9.1,43.58,45.85,53.97
1039,2021-04-23 22:00:00,,8.99,34.11,35.48,58.14
1040,2021-04-23 23:00:00,,8.99,23.94,25.05,65.53
1041,2021-04-24 00:00:00,,9.29,24.55,25.85,66.06
1042,2021-04-24 01:00:00,,6.43,25.44,26.29,64.74
1043,2021-04-24 02:00:00,,6.94,13.58,14.24,77.28
1044,2021-04-24 03:00:00,,8.15,7.47,8.01,93.86
1045,2021-04-24 04:00:00,,8.48,7.32,7.77,95.75
1046,2021-04-24 05:00:00,,8.35,6.83,7.24,93.07
1047,2021-04-24 06:00:00,,8.64,6.06,6.53,92.67
1048,2021-04-24 07:00:00,,9.21,7.94,8.79,87.41
1049,2021-04-24 08:00:00,,9.79,11.51,13.22,78.5
1050,2021-04-24 09:00:00,,11.05,10.65,12.44,89.8
1051,2021-04-24 10:00:00,,11.63,6.88,8.07,100.35
1052,2021-04-24 11:00:00,,12.42,5.72,6.61,105.29
1053,2021-04-24 12:00:00,,12.34,4.92,5.71,105.76
1054,2021-04-24 13:00:00,,12.79,6.34,7.58,106.67
1055,2021-04-24 14:00:00,,13.09,6.46,7.81,110.69
1056,2021-04-24 15:00:00,,13.8,8.27,10.15,116.79
1057,2021-04-24 16:00:00,,14.0,8.3,10.22,121.09
1058,2021-04-24 17:00:00,,13.72,12.8,15.98,117.36
1059,2021-04-24 18:00:00,,13.79,14.8,17.28,107.96
1060,2021-04-24 19:00:00,,13.94,14.76,15.85,102.41
1061,2021-04-24 20:00:00,,13.26,25.5,26.57,74.83
1062,2021-04-24 21:00:00,,13.18,22.95,23.85,70.62
1063,2021-04-24 22:00:00,,13.56,30.36,31.83,62.21
1064,2021-04-24 23:00:00,,13.34,35.6,37.84,54.93
1065,2021-04-25 00:00:00,,13.31,30.94,32.63,56.98
1066,2021-04-25 01:00:00,,6.77,34.18,35.96,51.24
1067,2021-04-25 02:00:00,,5.9,24.8,25.5,62.72
1068,2021-04-25 03:00:00,,5.93,12.29,12.69,74.92
1069,2021-04-25 04:00:00,,5.99,10.25,10.72,76.05
1070,2021-04-25 05:00:00,,6.76,18.86,19.44,68.28
1071,2021-04-25 06:00:00,,6.9,28.38,29.67,53.58
1072,2021-04-25 07:00:00,,6.53,9.49,9.92,70.09
1073,2021-04-25 08:00:00,,6.7,8.64,9.26,69.01
1074,2021-04-25 09:00:00,,7.24,13.12,15.03,66.94
1075,2021-04-25 10:00:00,,8.04,9.72,11.1,70.02
1076,2021-04-25 11:00:00,,8.19,8.7,10.06,74.81
1077,2021-04-25 12:00:00,,8.15,7.37,8.42,73.77
1078,2021-04-25 13:00:00,,8.43,9.55,11.24,65.63
1079,2021-04-25 14:00:00,,9.37,6.34,7.56,77.61
1080,2021-04-25 15:00:00,,9.91,6.28,7.13,86.54
1081,2021-04-25 16:00:00,,10.6,6.7,7.75,89.47
1082,2021-04-25 17:00:00,,10.99,7.04,8.09,88.49
1083,2021-04-25 18:00:00,,10.86,7.66,8.29,83.86
1084,2021-04-25 19:00:00,,11.24,8.92,9.67,82.81
1085,2021-04-25 20:00:00,,11.37,12.33,13.03,79.21
1086,2021-04-25 21:00:00,,11.28,13.07,13.65,71.47
1087,2021-04-25 22:00:00,,11.86,13.18,13.81,67.78
1088,2021-04-25 23:00:00,,12.17,12.75,13.34,70.27
1089,2021-04-26 00:00:00,,12.47,11.19,11.73,68.41
1090,2021-04-26 01:00:00,,4.67,9.4,9.91,70.19
1091,2021-04-26 02:00:00,,4.2,7.5,7.96,72.24
1092,2021-04-26 03:00:00,,4.67,6.09,6.54,72.42
1093,2021-04-26 04:00:00,,4.65,5.4,5.92,66.31
1094,2021-04-26 05:00:00,,4.81,5.26,5.81,56.7
1095,2021-04-26 06:00:00,,4.91,5.72,6.4,56.32
1096,2021-04-26 07:00:00,,5.41,5.67,6.49,56.5
1097,2021-04-26 08:00:00,,5.76,5.62,6.7,62.8
1098,2021-04-26 09:00:00,,5.94,6.86,8.36,60.31
1099,2021-04-26 10:00:00,,6.02,8.23,9.67,75.09
1100,2021-04-26 11:00:00,,5.75,13.6,14.96,70.71
1101,2021-04-26 12:00:00,,5.88,17.69,19.47,64.3
1102,2021-04-26 13:00:00,8.17,5.89,14.64,17.27,56.5
1103,2021-04-26 14:00:00,10.83,6.33,7.96,10.5,59.27
1104,2021-04-26 15:00:00,13.82,7.35,7.56,9.87,65.48
1105,2021-04-26 16:00:00,16.06,7.58,7.13,9.08,66.39
1106,2021-04-26 17:00:00,12.73,7.97,8.34,10.58,70.02
1107,2021-04-26 18:00:00,13.3,7.65,10.63,12.94,72.85
1108,2021-04-26 19:00:00,15.47,7.86,16.26,18.89,63.44
1109,2021-04-26 20:00:00,13.59,7.92,18.1,19.76,57.02
1110,2021-04-26 21:00:00,13.61,8.1,10.97,12.17,62.02
1111,2021-04-26 22:00:00,13.33,8.11,11.71,13.16,63.59
1112,2021-04-26 23:00:00,12.82,8.07,11.43,12.41,65.09
1113,2021-04-27 00:00:00,10.86,8.36,13.03,14.41,61.73
1114,2021-04-27 01:00:00,9.26,5.2,14.63,16.38,58.84
1115,2021-04-27 02:00:00,10.9,4.69,10.96,11.93,61.16
1116,2021-04-27 03:00:00,14.71,4.96,16.68,18.56,53.42
1117,2021-04-27 04:00:00,15.69,4.9,9.11,9.95,58.15
1118,2021-04-27 05:00:00,15.65,4.98,17.48,18.75,39.58
1119,2021-04-27 06:00:00,15.11,5.15,17.53,20.09,34.19
1120,2021-04-27 07:00:00,13.77,7.83,37.57,47.69,13.12
1121,2021-04-27 08:00:00,23.35,10.82,31.27,40.79,25.16
1122,2021-04-27 09:00:00,33.67,6.31,16.9,23.12,52.85
1123,2021-04-27 10:00:00,29.55,5.32,10.43,14.26,65.86
1124,2021-04-27 11:00:00,29.13,5.49,6.74,9.29,74.17
1125,2021-04-27 12:00:00,27.09,5.55,9.06,11.28,85.49
1126,2021-04-27 13:00:00,28.09,6.15,10.86,13.55,99.14
1127,2021-04-27 14:00:00,27.96,7.56,16.2,20.21,102.57
1128,2021-04-27 15:00:00,40.85,9.4,20.0,24.18,105.72
1129,2021-04-27 16:00:00,52.51,8.86,18.23,21.29,109.68
1130,2021-04-27 17:00:00,49.69,8.54,17.27,20.49,113.4
1131,2021-04-27 18:00:00,44.22,8.41,22.23,28.54,109.22
1132,2021-04-27 19:00:00,40.68,8.36,27.06,31.96,95.28
1133,2021-04-27 20:00:00,40.4,8.44,45.5,50.23,64.66
1134,2021-04-27 21:00:00,42.37,7.65,84.78,107.89,5.27
1135,2021-04-27 22:00:00,46.31,7.61,86.48,112.58,6.02
1136,2021-04-27 23:00:00,49.4,7.48,44.3,51.61,46.41
1137,2021-04-28 00:00:00,51.04,8.13,65.03,78.59,22.91
1138,2021-04-28 01:00:00,47.96,9.12,77.97,101.24,8.75
1139,2021-04-28 02:00:00,45.84,7.77,70.4,90.02,6.76
1140,2021-04-28 03:00:00,41.59,6.81,51.6,60.01,16.67
1141,2021-04-28 04:00:00,36.01,6.08,52.85,65.66,14.52
1142,2021-04-28 05:00:00,31.76,6.79,41.02,49.65,27.43
1143,2021-04-28 06:00:00,34.05,7.47,66.85,90.19,4.21
1144,2021-04-28 07:00:00,39.26,6.83,73.91,117.53,3.03
1145,2021-04-28 08:00:00,48.93,7.67,51.71,78.53,23.78
1146,2021-04-28 09:00:00,53.31,7.23,28.05,39.2,49.72
1147,2021-04-28 10:00:00,45.87,7.67,31.8,42.61,58.52
1148,2021-04-28 11:00:00,46.81,9.0,26.03,32.84,79.18
1149,2021-04-28 12:00:00,60.04,9.29,23.55,28.96,83.74
1150,2021-04-28 13:00:00,59.33,9.63,21.79,26.54,88.39
1151,2021-04-28 14:00:00,57.19,7.02,12.47,15.16,80.47
1152,2021-04-28 15:00:00,57.43,6.44,14.68,17.34,71.92
1153,2021-04-28 16:00:00,54.3,6.04,19.0,22.08,69.31
1154,2021-04-28 17:00:00,51.76,5.67,20.09,23.86,66.68
1155,2021-04-28 18:00:00,52.56,5.59,17.59,20.16,65.34
1156,2021-04-28 19:00:00,46.44,5.89,24.25,27.12,58.68
1157,2021-04-28 20:00:00,40.56,6.17,55.07,70.22,29.95
1158,2021-04-28 21:00:00,40.82,6.2,34.68,40.49,43.47
1159,2021-04-28 22:00:00,38.01,6.2,19.71,21.83,55.52
1160,2021-04-28 23:00:00,36.36,5.89,17.94,20.3,60.66
1161,2021-04-29 00:00:00,36.7,6.54,35.28,40.15,38.81
1162,2021-04-29 01:00:00,35.08,7.71,65.38,88.79,
1163,2021-04-29 02:00:00,35.91,6.15,31.31,37.48,33.38
1164,2021-04-29 03:00:00,34.44,5.95,37.0,43.42,23.65
1165,2021-04-29 04:00:00,31.84,6.96,40.04,45.25,15.01
1166,2021-04-29 05:00:00,36.23,7.48,34.58,38.28,27.18
1167,2021-04-29 06:00:00,38.59,8.95,47.09,57.4,11.21
1168,2021-04-29 07:00:00,38.92,8.07,41.0,50.14,15.92
1169,2021-04-29 08:00:00,39.17,9.09,47.08,64.51,19.46
1170,2021-04-29 09:00:00,42.54,9.85,73.73,125.48,3.46
1171,2021-04-29 10:00:00,58.43,11.33,63.4,100.39,21.29
1172,2021-04-29 11:00:00,77.92,9.12,56.75,80.92,30.72
1173,2021-04-29 12:00:00,69.69,7.21,48.71,71.16,40.17
1174,2021-04-29 13:00:00,69.88,6.25,15.83,22.67,59.41
1175,2021-04-29 14:00:00,80.99,6.15,13.45,17.66,60.85
1176,2021-04-29 15:00:00,82.37,6.0,10.97,14.23,60.72
1177,2021-04-29 16:00:00,100.67,6.01,11.6,14.93,61.38
1178,2021-04-29 17:00:00,149.0,6.08,10.82,13.66,62.62
1179,2021-04-29 18:00:00,171.61,6.04,9.24,12.61,65.16
1180,2021-04-29 19:00:00,126.04,6.5,13.23,16.27,63.57
1181,2021-04-29 20:00:00,81.27,7.03,13.3,14.91,62.09
1182,2021-04-29 21:00:00,51.16,6.84,16.3,17.63,53.44
1183,2021-04-29 22:00:00,42.57,7.47,17.12,19.47,54.86
1184,2021-04-29 23:00:00,41.12,7.4,7.97,9.46,64.95
1185,2021-04-30 00:00:00,38.85,7.94,9.54,10.77,62.32
1186,2021-04-30 01:00:00,30.79,4.27,11.08,12.14,57.31
1187,2021-04-30 02:00:00,29.54,4.19,4.99,6.07,61.48
1188,2021-04-30 03:00:00,39.38,4.73,5.79,6.59,65.74
1189,2021-04-30 04:00:00,41.97,4.99,16.58,17.58,47.21
1190,2021-04-30 05:00:00,37.32,5.07,19.58,22.07,40.86
1191,2021-04-30 06:00:00,30.73,5.33,8.62,9.6,51.83
1192,2021-04-30 07:00:00,26.14,5.58,6.45,7.64,50.17
1193,2021-04-30 08:00:00,26.11,5.9,6.82,8.24,60.06
1194,2021-04-30 09:00:00,29.12,6.43,9.65,13.19,61.06
1195,2021-04-30 10:00:00,31.8,6.59,9.91,12.96,64.33
1196,2021-04-30 11:00:00,29.34,7.05,6.85,8.63,75.16
1197,2021-04-30 12:00:00,29.9,6.77,4.93,6.12,78.64
1198,2021-04-30 13:00:00,31.43,7.48,4.98,6.21,79.95
1199,2021-04-30 14:00:00,34.85,8.2,5.45,6.73,81.57
1200,2021-04-30 15:00:00,36.19,8.08,6.26,7.68,85.36
1201,2021-04-30 16:00:00,32.08,7.93,7.3,8.91,82.52
1202,2021-04-30 17:00:00,27.83,8.03,9.59,11.77,79.14
1203,2021-04-30 18:00:00,28.84,8.02,8.05,9.68,79.19
1204,2021-04-30 19:00:00,32.91,7.85,8.43,9.71,79.65
1205,2021-04-30 20:00:00,37.49,7.93,12.73,13.74,74.85
1206,2021-04-30 21:00:00,37.64,8.26,11.81,12.63,72.58
1207,2021-04-30 22:00:00,30.07,8.83,15.65,16.65,73.43
1208,2021-04-30 23:00:00,30.48,8.65,18.99,20.84,51.28
1209,2021-05-01 00:00:00,33.26,8.83,22.97,24.81,53.15
1210,2021-05-01 01:00:00,32.3,6.35,20.28,21.5,56.4
1211,2021-05-01 02:00:00,24.73,6.29,17.37,18.36,64.76
1212,2021-05-01 03:00:00,21.92,6.51,10.25,10.96,71.95
1213,2021-05-01 04:00:00,24.29,6.32,15.36,16.08,74.09
1214,2021-05-01 05:00:00,26.92,6.8,9.02,9.54,85.64
1215,2021-05-01 06:00:00,24.69,7.0,7.54,8.11,81.15
1216,2021-05-01 07:00:00,25.88,7.74,11.1,13.77,75.44
1217,2021-05-01 08:00:00,36.67,8.06,29.42,42.74,64.43
1218,2021-05-01 09:00:00,57.45,8.71,25.06,36.47,77.31
1219,2021-05-01 10:00:00,64.67,9.1,15.65,19.93,83.31
1220,2021-05-01 11:00:00,60.92,8.26,7.19,9.86,93.25
1221,2021-05-01 12:00:00,53.51,7.84,11.7,17.36,87.58
1222,2021-05-01 13:00:00,45.87,7.8,4.42,6.42,89.9
1223,2021-05-01 14:00:00,50.09,8.14,4.54,5.65,92.34
1224,2021-05-01 15:00:00,53.59,8.36,5.9,7.03,88.24
1225,2021-05-01 16:00:00,50.06,8.44,5.92,6.93,89.25
1226,2021-05-01 17:00:00,41.1,8.59,5.87,6.91,88.09
1227,2021-05-01 18:00:00,31.26,8.4,6.72,7.74,85.58
1228,2021-05-01 19:00:00,28.74,8.49,11.9,13.09,76.29
1229,2021-05-01 20:00:00,30.0,8.41,20.89,22.58,55.95
1230,2021-05-01 21:00:00,30.74,7.92,13.05,14.21,53.11
1231,2021-05-01 22:00:00,34.16,7.79,10.72,11.69,59.28
1232,2021-05-01 23:00:00,30.4,8.09,13.12,14.42,59.97
1233,2021-05-02 00:00:00,31.42,8.15,12.2,13.42,61.33
1234,2021-05-02 01:00:00,34.63,6.64,17.58,18.89,55.86
1235,2021-05-02 02:00:00,31.88,6.51,21.25,22.28,49.05
1236,2021-05-02 03:00:00,35.6,6.5,18.16,19.08,54.36
1237,2021-05-02 04:00:00,34.9,6.5,11.72,12.19,60.02
1238,2021-05-02 05:00:00,33.49,6.84,8.72,9.14,69.3
1239,2021-05-02 06:00:00,32.96,6.96,7.44,7.84,68.1
1240,2021-05-02 07:00:00,29.52,7.19,10.13,10.75,63.21
1241,2021-05-02 08:00:00,30.43,7.32,6.44,7.18,65.95
1242,2021-05-02 09:00:00,33.02,7.54,6.47,7.57,71.37
1243,2021-05-02 10:00:00,39.11,8.01,7.37,9.45,73.93
1244,2021-05-02 11:00:00,40.15,9.3,7.2,8.47,89.85
1245,2021-05-02 12:00:00,42.38,9.21,5.18,6.2,89.36
1246,2021-05-02 13:00:00,43.37,8.79,4.54,5.98,84.93
1247,2021-05-02 14:00:00,41.48,8.65,3.38,4.0,78.31
1248,2021-05-02 15:00:00,41.66,8.94,4.25,5.67,71.58
1249,2021-05-02 16:00:00,43.07,9.31,4.62,5.57,69.16
1250,2021-05-02 17:00:00,42.55,9.38,5.34,6.33,71.3
1251,2021-05-02 18:00:00,41.28,9.81,6.88,8.22,69.01
1252,2021-05-02 19:00:00,38.6,9.49,6.96,7.86,70.12
1253,2021-05-02 20:00:00,38.45,9.61,12.06,13.07,63.37
1254,2021-05-02 21:00:00,45.12,9.86,14.57,15.78,53.95
1255,2021-05-02 22:00:00,51.46,10.04,15.93,17.51,52.74
1256,2021-05-02 23:00:00,54.08,9.63,6.34,7.34,62.22
1257,2021-05-03 00:00:00,52.31,9.08,10.49,11.37,54.44
